lintasan,langkah,waktu,p0,p1,p2
sudut-0,160,0.160,0.360517599215,0.372841814167,0.266640586617
sudut-0,161,0.161,0.361617054592,0.373293787745,0.265089157663
sudut-0,162,0.162,0.362708394911,0.373736459327,0.263555145761
sudut-0,163,0.163,0.363791685982,0.374169962828,0.262038351189
sudut-0,164,0.164,0.364866993023,0.374594430434,0.260538576543
sudut-0,165,0.165,0.365934380666,0.375009992627,0.259055626707
sudut-0,166,0.166,0.366993912963,0.375416778205,0.257589308831
sudut-0,167,0.167,0.368045653392,0.375814914306,0.256139432301
sudut-0,168,0.168,0.369089664863,0.376204526423,0.254705808714
sudut-0,169,0.169,0.370126009720,0.376585738428,0.253288251851
sudut-0,170,0.170,0.371154749754,0.376958672592,0.251886577655
sudut-0,171,0.171,0.372175946199,0.377323449601,0.250500604200
sudut-0,172,0.172,0.373189659747,0.377680188581,0.249130151672
sudut-0,173,0.173,0.374195950545,0.378029007113,0.247775042342
sudut-0,174,0.174,0.375194878207,0.378370021253,0.246435100540
sudut-0,175,0.175,0.376186501814,0.378703345554,0.245110152632
sudut-0,176,0.176,0.377170879922,0.379029093079,0.243800026999
sudut-0,177,0.177,0.378148070568,0.379347375422,0.242504554010
sudut-0,178,0.178,0.379118131272,0.379658302730,0.241223565999
sudut-0,179,0.179,0.380081119044,0.379961983712,0.239956897244
sudut-0,180,0.180,0.381037090389,0.380258525667,0.238704383944
sudut-0,181,0.181,0.381986101312,0.380548034493,0.237465864195
sudut-0,182,0.182,0.382928207323,0.380830614709,0.236241177969
sudut-0,183,0.183,0.383863463439,0.381106369470,0.235030167091
sudut-0,184,0.184,0.384791924193,0.381375400587,0.233832675221
sudut-0,185,0.185,0.385713643636,0.381637808537,0.232648547827
sudut-0,186,0.186,0.386628675344,0.381893692488,0.231477632168
sudut-0,187,0.187,0.387537072419,0.382143150308,0.230319777273
sudut-0,188,0.188,0.388438887497,0.382386278586,0.229174833917
sudut-0,189,0.189,0.389334172751,0.382623172644,0.228042654604
sudut-0,190,0.190,0.390222979896,0.382853926557,0.226923093547
sudut-0,191,0.191,0.391105360191,0.383078633163,0.225816006645
sudut-0,192,0.192,0.391981364449,0.383297384085,0.224721251466
sudut-0,193,0.193,0.392851043036,0.383510269738,0.223638687226
sudut-0,194,0.194,0.393714445876,0.383717379352,0.222568174772
sudut-0,195,0.195,0.394571622459,0.383918800983,0.221509576559
sudut-0,196,0.196,0.395422621840,0.384114621524,0.220462756635
sudut-0,197,0.197,0.396267492648,0.384304926729,0.219427580623
sudut-0,198,0.198,0.397106283087,0.384489801215,0.218403915698
sudut-0,199,0.199,0.397939040941,0.384669328487,0.217391630572
sudut-0,200,0.200,0.398765813577,0.384843590945,0.216390595477
sudut-0,201,0.201,0.399586647953,0.385012669901,0.215400682146
sudut-0,202,0.202,0.400401590615,0.385176645591,0.214421763794
sudut-0,203,0.203,0.401210687707,0.385335597189,0.213453715104
sudut-0,204,0.204,0.402013984974,0.385489602819,0.212496412207
sudut-0,205,0.205,0.402811527762,0.385638739572,0.211549732666
sudut-0,206,0.206,0.403603361026,0.385783083513,0.210613555461
sudut-0,207,0.207,0.404389529331,0.385922709698,0.209687760970
sudut-0,208,0.208,0.405170076859,0.386057692186,0.208772230955
sudut-0,209,0.209,0.405945047407,0.386188104050,0.207866848543
sudut-0,210,0.210,0.406714484398,0.386314017390,0.206971498212
sudut-0,211,0.211,0.407478430878,0.386435503347,0.206086065775
sudut-0,212,0.212,0.408236929523,0.386552632110,0.205210438367
sudut-0,213,0.213,0.408990022643,0.386665472934,0.204344504424
sudut-0,214,0.214,0.409737752182,0.386774094147,0.203488153671
sudut-0,215,0.215,0.410480159726,0.386878563166,0.202641277109
sudut-0,216,0.216,0.411217286503,0.386978946501,0.201803766996
sudut-0,217,0.217,0.411949173388,0.387075309777,0.200975516835
sudut-0,218,0.218,0.412675860906,0.387167717734,0.200156421359
sudut-0,219,0.219,0.413397389235,0.387256234247,0.199346376518
sudut-0,220,0.220,0.414113798210,0.387340922330,0.198545279460
sudut-0,221,0.221,0.414825127324,0.387421844153,0.197753028523
sudut-0,222,0.222,0.415531415735,0.387499061046,0.196969523218
sudut-0,223,0.223,0.416232702268,0.387572633516,0.196194664217
sudut-0,224,0.224,0.416929025413,0.387642621252,0.195428353335
sudut-0,225,0.225,0.417620423337,0.387709083140,0.194670493523
sudut-0,226,0.226,0.418306933880,0.387772077268,0.193920988852
sudut-0,227,0.227,0.418988594561,0.387831660940,0.193179744499
sudut-0,228,0.228,0.419665442581,0.387887890685,0.192446666733
sudut-0,229,0.229,0.420337514826,0.387940822266,0.191721662908
sudut-0,230,0.230,0.421004847868,0.387990510687,0.191004641444
sudut-0,231,0.231,0.421667477971,0.388037010211,0.190295511818
sudut-0,232,0.232,0.422325441091,0.388080374358,0.189594184551
sudut-0,233,0.233,0.422978772881,0.388120655924,0.188900571195
sudut-0,234,0.234,0.423627508693,0.388157906984,0.188214584323
sudut-0,235,0.235,0.424271683581,0.388192178905,0.187536137514
sudut-0,236,0.236,0.424911332302,0.388223522352,0.186865145346
sudut-0,237,0.237,0.425546489324,0.388251987298,0.186201523378
sudut-0,238,0.238,0.426177188821,0.388277623034,0.185545188145
sudut-0,239,0.239,0.426803464683,0.388300478175,0.184896057142
sudut-0,240,0.240,0.427425350513,0.388320600670,0.184254048817
sudut-0,241,0.241,0.428042879635,0.388338037811,0.183619082554
sudut-0,242,0.242,0.428656085091,0.388352836241,0.182991078668
sudut-0,243,0.243,0.429264999648,0.388365041961,0.182369958392
sudut-0,244,0.244,0.429869655797,0.388374700339,0.181755643864
sudut-0,245,0.245,0.430470085761,0.388381856118,0.181148058121
sudut-0,246,0.246,0.431066321491,0.388386553425,0.180547125085
sudut-0,247,0.247,0.431658394671,0.388388835775,0.179952769554
sudut-0,248,0.248,0.432246336724,0.388388746086,0.179364917191
sudut-0,249,0.249,0.432830178808,0.388386326677,0.178783494516
sudut-0,250,0.250,0.433409951824,0.388381619283,0.178208428893
sudut-0,251,0.251,0.433985686416,0.388374665061,0.177639648524
sudut-0,252,0.252,0.434557412972,0.388365504594,0.177077082435
sudut-0,253,0.253,0.435125161629,0.388354177902,0.176520660469
sudut-0,254,0.254,0.435688962274,0.388340724449,0.175970313277
sudut-0,255,0.255,0.436248844547,0.388325183146,0.175425972307
sudut-0,256,0.256,0.436804837841,0.388307592363,0.174887569795
sudut-0,257,0.257,0.437356971309,0.388287989934,0.174355038757
sudut-0,258,0.258,0.437905273860,0.388266413161,0.173828312979
sudut-0,259,0.259,0.438449774166,0.388242898827,0.173307327006
sudut-0,260,0.260,0.438990500663,0.388217483197,0.172792016140
sudut-0,261,0.261,0.439527481552,0.388190202026,0.172282316422
sudut-0,262,0.262,0.440060744802,0.388161090568,0.171778164630
sudut-0,263,0.263,0.440590318152,0.388130183579,0.171279498269
sudut-0,264,0.264,0.441116229113,0.388097515325,0.170786255562
sudut-0,265,0.265,0.441638504972,0.388063119589,0.170298375439
sudut-0,266,0.266,0.442157172788,0.388027029677,0.169815797535
sudut-0,267,0.267,0.442672259403,0.387989278421,0.169338462176
sudut-0,268,0.268,0.443183791437,0.387949898189,0.168866310375
sudut-0,269,0.269,0.443691795291,0.387908920889,0.168399283820
sudut-0,270,0.270,0.444196297154,0.387866377977,0.167937324869
sudut-0,271,0.271,0.444697322997,0.387822300458,0.167480376545
sudut-0,272,0.272,0.445194898583,0.387776718898,0.167028382519
sudut-0,273,0.273,0.445689049462,0.387729663424,0.166581287114
sudut-0,274,0.274,0.446179800977,0.387681163735,0.166139035289
sudut-0,275,0.275,0.446667178265,0.387631249101,0.165701572633
sudut-0,276,0.276,0.447151206260,0.387579948376,0.165268845364
sudut-0,277,0.277,0.447631909691,0.387527289998,0.164840800312
sudut-0,278,0.278,0.448109313088,0.387473301994,0.164417384918
sudut-0,279,0.279,0.448583440781,0.387418011991,0.163998547228
sudut-0,280,0.280,0.449054316905,0.387361447214,0.163584235882
sudut-0,281,0.281,0.449521965397,0.387303634496,0.163174400107
sudut-0,282,0.282,0.449986410003,0.387244600282,0.162768989715
sudut-0,283,0.283,0.450447674276,0.387184370633,0.162367955091
sudut-0,284,0.284,0.450905781578,0.387122971232,0.161971247190
sudut-0,285,0.285,0.451360755085,0.387060427388,0.161578817527
sudut-0,286,0.286,0.451812617784,0.386996764042,0.161190618175
sudut-0,287,0.287,0.452261392478,0.386932005769,0.160806601753
sudut-0,288,0.288,0.452707101787,0.386866176788,0.160426721425
sudut-0,289,0.289,0.453149768149,0.386799300961,0.160050930890
sudut-0,290,0.290,0.453589413820,0.386731401801,0.159679184378
sudut-0,291,0.291,0.454026060882,0.386662502476,0.159311436642
sudut-0,292,0.292,0.454459731234,0.386592625812,0.158947642953
sudut-0,293,0.293,0.454890446606,0.386521794299,0.158587759095
sudut-0,294,0.294,0.455318228549,0.386450030096,0.158231741355
sudut-0,295,0.295,0.455743098444,0.386377355032,0.157879546524
sudut-0,296,0.296,0.456165077502,0.386303790613,0.157531131885
sudut-0,297,0.297,0.456584186764,0.386229358028,0.157186455209
sudut-0,298,0.298,0.457000447101,0.386154078148,0.156845474751
sudut-0,299,0.299,0.457413879223,0.386077971534,0.156508149243
sudut-0,300,0.300,0.457824503669,0.386001058441,0.156174437890
sudut-0,301,0.301,0.458232340820,0.385923358819,0.155844300361
sudut-0,302,0.302,0.458637410892,0.385844892321,0.155517696786
sudut-0,303,0.303,0.459039733942,0.385765678304,0.155194587754
sudut-0,304,0.304,0.459439329867,0.385685735834,0.154874934299
sudut-0,305,0.305,0.459836218406,0.385605083689,0.154558697905
sudut-0,306,0.306,0.460230419144,0.385523740364,0.154245840493
sudut-0,307,0.307,0.460621951508,0.385441724073,0.153936324419
sudut-0,308,0.308,0.461010834774,0.385359052756,0.153630112470
sudut-0,309,0.309,0.461397088064,0.385275744078,0.153327167858
sudut-0,310,0.310,0.461780730352,0.385191815436,0.153027454212
sudut-0,311,0.311,0.462161780458,0.385107283962,0.152730935580
sudut-0,312,0.312,0.462540257058,0.385022166525,0.152437576417
sudut-0,313,0.313,0.462916178678,0.384936479736,0.152147341586
sudut-0,314,0.314,0.463289563700,0.384850239951,0.151860196349
sudut-0,315,0.315,0.463660430361,0.384763463274,0.151576106365
sudut-0,316,0.316,0.464028796756,0.384676165561,0.151295037684
sudut-0,317,0.317,0.464394680836,0.384588362421,0.151016956743
sudut-0,318,0.318,0.464758100413,0.384500069223,0.150741830364
sudut-0,319,0.319,0.465119073159,0.384411301098,0.150469625742
sudut-0,320,0.320,0.465477616608,0.384322072940,0.150200310452
sudut-0,321,0.321,0.465833748157,0.384232399410,0.149933852433
sudut-0,322,0.322,0.466187485066,0.384142294941,0.149670219993
sudut-0,323,0.323,0.466538844463,0.384051773739,0.149409381799
sudut-0,324,0.324,0.466887843339,0.383960849787,0.149151306875
sudut-0,325,0.325,0.467234498554,0.383869536848,0.148895964598
sudut-0,326,0.326,0.467578826840,0.383777848467,0.148643324694
sudut-0,327,0.327,0.467920844793,0.383685797975,0.148393357232
sudut-0,328,0.328,0.468260568885,0.383593398491,0.148146032624
sudut-0,329,0.329,0.468598015458,0.383500662926,0.147901321616
sudut-0,330,0.330,0.468933200727,0.383407603984,0.147659195289
sudut-0,331,0.331,0.469266140782,0.383314234166,0.147419625052
sudut-0,332,0.332,0.469596851589,0.383220565773,0.147182582638
sudut-0,333,0.333,0.469925348989,0.383126610908,0.146948040104
sudut-0,334,0.334,0.470251648701,0.383032381478,0.146715969821
sudut-0,335,0.335,0.470575766323,0.382937889199,0.146486344478
sudut-0,336,0.336,0.470897717333,0.382843145595,0.146259137072
sudut-0,337,0.337,0.471217517089,0.382748162005,0.146034320906
sudut-0,338,0.338,0.471535180830,0.382652949582,0.145811869588
sudut-0,339,0.339,0.471850723679,0.382557519295,0.145591757026
sudut-0,340,0.340,0.472164160643,0.382461881935,0.145373957423
sudut-0,341,0.341,0.472475506611,0.382366048115,0.145158445274
sudut-0,342,0.342,0.472784776360,0.382270028274,0.144945195366
sudut-0,343,0.343,0.473091984554,0.382173832675,0.144734182770
sudut-0,344,0.344,0.473397145743,0.382077471415,0.144525382842
sudut-0,345,0.345,0.473700274366,0.381980954419,0.144318771215
sudut-0,346,0.346,0.474001384751,0.381884291449,0.144114323800
sudut-0,347,0.347,0.474300491118,0.381787492102,0.143912016781
sudut-0,348,0.348,0.474597607576,0.381690565813,0.143711826611
sudut-0,349,0.349,0.474892748130,0.381593521859,0.143513730011
sudut-0,350,0.350,0.475185926673,0.381496369361,0.143317703966
sudut-0,351,0.351,0.475477156997,0.381399117282,0.143123725721
sudut-0,352,0.352,0.475766452785,0.381301774437,0.142931772779
sudut-0,353,0.353,0.476053827618,0.381204349485,0.142741822897
sudut-0,354,0.354,0.476339294974,0.381106850940,0.142553854085
sudut-0,355,0.355,0.476622868228,0.381009287169,0.142367844603
sudut-0,356,0.356,0.476904560652,0.380911666393,0.142183772954
sudut-0,357,0.357,0.477184385420,0.380813996693,0.142001617887
sudut-0,358,0.358,0.477462355604,0.380716286006,0.141821358390
sudut-0,359,0.359,0.477738484178,0.380618542133,0.141642973689
sudut-0,360,0.360,0.478012784017,0.380520772737,0.141466443246
sudut-0,361,0.361,0.478285267899,0.380422985348,0.141291746753
sudut-0,362,0.362,0.478555948507,0.380325187360,0.141118864133
sudut-0,363,0.363,0.478824838425,0.380227386038,0.140947775537
sudut-0,364,0.364,0.479091950145,0.380129588516,0.140778461339
sudut-0,365,0.365,0.479357296063,0.380031801804,0.140610902134
sudut-0,366,0.366,0.479620888482,0.379934032781,0.140445078737
sudut-0,367,0.367,0.479882739613,0.379836288207,0.140280972180
sudut-0,368,0.368,0.480142861575,0.379738574716,0.140118563709
sudut-0,369,0.369,0.480401266396,0.379640898822,0.139957834782
sudut-0,370,0.370,0.480657966012,0.379543266923,0.139798767065
sudut-0,371,0.371,0.480912972272,0.379445685295,0.139641342433
sudut-0,372,0.372,0.481166296935,0.379348160103,0.139485542962
sudut-0,373,0.373,0.481417951670,0.379250697395,0.139331350935
sudut-0,374,0.374,0.481667948063,0.379153303107,0.139178748830
sudut-0,375,0.375,0.481916297609,0.379055983066,0.139027719325
sudut-0,376,0.376,0.482163011720,0.378958742986,0.138878245294
sudut-0,377,0.377,0.482408101720,0.378861588478,0.138730309802
sudut-0,378,0.378,0.482651578852,0.378764525043,0.138583896106
sudut-0,379,0.379,0.482893454271,0.378667558078,0.138438987651
sudut-0,380,0.380,0.483133739053,0.378570692878,0.138295568068
sudut-0,381,0.381,0.483372444189,0.378473934636,0.138153621175
sudut-0,382,0.382,0.483609580588,0.378377288444,0.138013130968
sudut-0,383,0.383,0.483845159080,0.378280759294,0.137874081626
sudut-0,384,0.384,0.484079190412,0.378184352082,0.137736457506
sudut-0,385,0.385,0.484311685253,0.378088071609,0.137600243138
sudut-0,386,0.386,0.484542654192,0.377991922577,0.137465423231
sudut-0,387,0.387,0.484772107740,0.377895909600,0.137331982660
sudut-0,388,0.388,0.485000056329,0.377800037195,0.137199906475
sudut-0,389,0.389,0.485226510316,0.377704309792,0.137069179892
sudut-0,390,0.390,0.485451479979,0.377608731729,0.136939788292
sudut-0,391,0.391,0.485674975521,0.377513307257,0.136811717222
sudut-0,392,0.392,0.485897007070,0.377418040539,0.136684952391
sudut-0,393,0.393,0.486117584680,0.377322935653,0.136559479667
sudut-0,394,0.394,0.486336718327,0.377227996594,0.136435285078
sudut-0,395,0.395,0.486554417919,0.377133227271,0.136312354809
sudut-0,396,0.396,0.486770693287,0.377038631513,0.136190675199
sudut-0,397,0.397,0.486985554192,0.376944213068,0.136070232741
sudut-0,398,0.398,0.487199010320,0.376849975602,0.135951014078
sudut-0,399,0.399,0.487411071290,0.376755922705,0.135833006005
sudut-1,0,0.000,0.010000000000,0.980000000000,0.010000000000
sudut-1,1,0.001,0.012942096594,0.975200545150,0.011857358256
sudut-1,2,0.002,0.015868432721,0.970441922530,0.013689644749
sudut-1,3,0.003,0.018779077821,0.965723748005,0.015497174174
sudut-1,4,0.004,0.021674101230,0.961045641365,0.017280257404
sudut-1,5,0.005,0.024553572179,0.956407226286,0.019039201534
sudut-1,6,0.006,0.027417559789,0.951808130285,0.020774309927
sudut-1,7,0.007,0.030266133065,0.947247984677,0.022485882258
sudut-1,8,0.008,0.033099360901,0.942726424538,0.024174214561
sudut-1,9,0.009,0.035917312068,0.938243088663,0.025839599269
sudut-1,10,0.010,0.038720055218,0.933797619524,0.027482325258
sudut-1,11,0.011,0.041507658877,0.929389663231,0.029102677892
sudut-1,12,0.012,0.044280191445,0.925018869495,0.030700939060
sudut-1,13,0.013,0.047037721192,0.920684891584,0.032277387224
sudut-1,14,0.014,0.049780316255,0.916387386291,0.033832297454
sudut-1,15,0.015,0.052508044637,0.912126013891,0.035365941473
sudut-1,16,0.016,0.055220974201,0.907900438106,0.036878587693
sudut-1,17,0.017,0.057919172673,0.903710326067,0.038370501260
sudut-1,18,0.018,0.060602707635,0.899555348277,0.039841944088
sudut-1,19,0.019,0.063271646524,0.895435178576,0.041293174900
sudut-1,20,0.020,0.065926056632,0.891349494102,0.042724449266
sudut-1,21,0.021,0.068566005099,0.887297975261,0.044136019640
